participant,gender,yearOfBirth,phase,weak.past,strong.past,category,partner.prefs,partnerRegRate,partnerRegCondition,item.baseline.reg,response,regular,pretest.mean,age
s6025,Female,1981,pretest,snited,snote,drove,match.baseline,0.385,no.change,0.53,snote,FALSE,0.384615385,34
s6025,Female,1981,pretest,klided,klode,drove,match.baseline,0.385,no.change,0.495,klode,FALSE,0.384615385,34
s6025,Female,1981,posttest,cheeled,chelt,kept,match.baseline,0.385,no.change,0.545,cheeled,TRUE,0.384615385,34
s6025,Female,1981,pretest,skeeped,skept,kept,match.baseline,0.385,no.change,0.485,skept,FALSE,0.384615385,34
s6025,Female,1981,pretest,skelled,skelt,burnt,match.baseline,0.385,no.change,0.584,skelt,FALSE,0.384615385,34
s6025,Female,1981,pretest,grinked,grank,sang,match.baseline,0.385,no.change,0.47,grank,FALSE,0.384615385,34
s6025,Female,1981,pretest,thided,thode,drove,match.baseline,0.385,no.change,0.436,thode,FALSE,0.384615385,34
s6025,Female,1981,pretest,twinked,twank,sang,match.baseline,0.385,no.change,0.594,twank,FALSE,0.384615385,34
s6025,Female,1981,pretest,streened,strent,kept,match.baseline,0.385,no.change,0.718,streened,TRUE,0.384615385,34
s6025,Female,1981,pretest,fimmed,fam,sang,match.baseline,0.385,no.change,0.772,fimmed,TRUE,0.384615385,34
s6025,Female,1981,pretest,sprurned,sprurnt,burnt,match.baseline,0.385,no.change,0.688,sprurnt,FALSE,0.384615385,34
s6025,Female,1981,pretest,dwided,dwode,drove,match.baseline,0.385,no.change,0.416,dwode,FALSE,0.384615385,34
s6025,Female,1981,pretest,dwilled,dwilt,burnt,match.baseline,0.385,no.change,0.673,dwilt,FALSE,0.384615385,34
s6025,Female,1981,posttest,dwinked,dwank,sang,match.baseline,0.385,no.change,0.431,dwinked,TRUE,0.384615385,34
s6025,Female,1981,posttest,quinked,quank,sang,match.baseline,0.385,no.change,0.569,quank,FALSE,0.384615385,34
s6025,Female,1981,pretest,kleeled,klelt,kept,match.baseline,0.385,no.change,0.554,klelt,FALSE,0.384615385,34
s6025,Female,1981,pretest,quinged,quang,sang,match.baseline,0.385,no.change,0.53,quang,FALSE,0.384615385,34
s6025,Female,1981,pretest,trurned,trurnt,burnt,match.baseline,0.385,no.change,0.718,trurned,TRUE,0.384615385,34
s6025,Female,1981,pretest,sleeled,slelt,kept,match.baseline,0.385,no.change,0.55,slelt,FALSE,0.384615385,34
s6025,Female,1981,pretest,shreened,shrent,kept,match.baseline,0.385,no.change,0.693,shreened,TRUE,0.384615385,34
s6025,Female,1981,posttest,drurned,drurnt,burnt,match.baseline,0.385,no.change,0.748,drurned,TRUE,0.384615385,34
s6025,Female,1981,pretest,strinked,strank,sang,match.baseline,0.385,no.change,0.416,strank,FALSE,0.384615385,34
s6025,Female,1981,pretest,fleeled,flelt,kept,match.baseline,0.385,no.change,0.525,flelt,FALSE,0.384615385,34
s6025,Female,1981,posttest,thringed,thrang,sang,match.baseline,0.385,no.change,0.411,thrang,FALSE,0.384615385,34
s6025,Female,1981,pretest,skrined,skrone,drove,match.baseline,0.385,no.change,0.599,skrined,TRUE,0.384615385,34
s6025,Female,1981,posttest,slived,slove,drove,match.baseline,0.385,no.change,0.49,slove,FALSE,0.384615385,34
s6025,Female,1981,posttest,thurned,thurnt,burnt,match.baseline,0.385,no.change,0.693,thurned,TRUE,0.384615385,34
s6025,Female,1981,pretest,swited,swote,drove,match.baseline,0.385,no.change,0.46,swote,FALSE,0.384615385,34
s6025,Female,1981,pretest,beeved,bove,drove,match.baseline,0.385,no.change,0.574,beeved,TRUE,0.384615385,34
s6025,Female,1981,posttest,stelled,stelt,burnt,match.baseline,0.385,no.change,0.644,stelled,TRUE,0.384615385,34
s6025,Female,1981,posttest,strilled,strilt,burnt,match.baseline,0.385,no.change,0.772,strilt,FALSE,0.384615385,34
s6025,Female,1981,posttest,dreened,drent,kept,match.baseline,0.385,no.change,0.634,dreened,TRUE,0.384615385,34
s6025,Female,1981,pretest,dwinged,dwang,sang,match.baseline,0.385,no.change,0.485,dwang,FALSE,0.384615385,34
s6025,Female,1981,posttest,sweeled,swelt,kept,match.baseline,0.385,no.change,0.475,swelt,FALSE,0.384615385,34
s6025,Female,1981,pretest,skurned,skurnt,burnt,match.baseline,0.385,no.change,0.733,skurned,TRUE,0.384615385,34
s6025,Female,1981,pretest,sminked,smank,sang,match.baseline,0.385,no.change,0.579,sminked,TRUE,0.384615385,34
s6025,Female,1981,posttest,minged,mang,sang,match.baseline,0.385,no.change,0.639,mang,FALSE,0.384615385,34
s6025,Female,1981,pretest,zelled,zelt,burnt,match.baseline,0.385,no.change,0.639,zelt,FALSE,0.384615385,34
s6025,Female,1981,pretest,dweeped,dwept,kept,match.baseline,0.385,no.change,0.426,dwept,FALSE,0.384615385,34
s6025,Female,1981,posttest,geemed,gemt,kept,match.baseline,0.385,no.change,0.693,geemed,TRUE,0.384615385,34
s6025,Female,1981,posttest,shringed,shrang,sang,match.baseline,0.385,no.change,0.46,shrang,FALSE,0.384615385,34
s6025,Female,1981,pretest,slilled,slilt,burnt,match.baseline,0.385,no.change,0.693,slilt,FALSE,0.384615385,34
s6025,Female,1981,posttest,zimmed,zam,sang,match.baseline,0.385,no.change,0.733,zimmed,TRUE,0.384615385,34
s6025,Female,1981,posttest,plined,plone,drove,match.baseline,0.385,no.change,0.713,plined,TRUE,0.384615385,34
s6025,Female,1981,pretest,shrided,shrode,drove,match.baseline,0.385,no.change,0.376,shrode,FALSE,0.384615385,34
s6025,Female,1981,pretest,sprided,sprode,drove,match.baseline,0.385,no.change,0.347,sprode,FALSE,0.384615385,34
s6025,Female,1981,posttest,yided,yode,drove,match.baseline,0.385,no.change,0.401,yode,FALSE,0.384615385,34
s6025,Female,1981,posttest,splived,splove,drove,match.baseline,0.385,no.change,0.421,splove,FALSE,0.384615385,34
s6025,Female,1981,pretest,glined,glone,drove,match.baseline,0.385,no.change,0.619,glined,TRUE,0.384615385,34
s6025,Female,1981,posttest,thrided,throde,drove,match.baseline,0.385,no.change,0.376,throde,FALSE,0.384615385,34
s6025,Female,1981,pretest,greemed,gremt,kept,match.baseline,0.385,no.change,0.629,greemed,TRUE,0.384615385,34
s6025,Female,1981,posttest,blided,blode,drove,match.baseline,0.385,no.change,0.515,blode,FALSE,0.384615385,34
s6025,Female,1981,posttest,schmited,schmote,drove,match.baseline,0.385,no.change,0.45,schmote,FALSE,0.384615385,34
s6025,Female,1981,pretest,cheemed,chemt,kept,match.baseline,0.385,no.change,0.733,cheemed,TRUE,0.384615385,34
s6025,Female,1981,pretest,schmimmed,schmam,sang,match.baseline,0.385,no.change,0.634,schmam,FALSE,0.384615385,34
s6025,Female,1981,posttest,cheened,chent,kept,match.baseline,0.385,no.change,0.743,cheened,TRUE,0.384615385,34
s6025,Female,1981,posttest,trelled,trelt,burnt,match.baseline,0.385,no.change,0.678,trelled,TRUE,0.384615385,34
s6025,Female,1981,posttest,sneeped,snept,kept,match.baseline,0.385,no.change,0.431,snept,FALSE,0.384615385,34
s6025,Female,1981,pretest,spreemed,spremt,kept,match.baseline,0.385,no.change,0.639,spremt,FALSE,0.384615385,34
s6025,Female,1981,pretest,neened,nent,kept,match.baseline,0.385,no.change,0.663,neened,TRUE,0.384615385,34
s6025,Female,1981,posttest,streeled,strelt,kept,match.baseline,0.385,no.change,0.51,strelt,FALSE,0.384615385,34
s6025,Female,1981,posttest,feemed,femt,kept,match.baseline,0.385,no.change,0.673,feemed,TRUE,0.384615385,34
s6025,Female,1981,posttest,sninged,snang,sang,match.baseline,0.385,no.change,0.455,snang,FALSE,0.384615385,34
s6025,Female,1981,pretest,squined,squone,drove,match.baseline,0.385,no.change,0.678,squined,TRUE,0.384615385,34
s6025,Female,1981,pretest,vinked,vank,sang,match.baseline,0.385,no.change,0.624,vinked,TRUE,0.384615385,34
s6025,Female,1981,pretest,dreeped,drept,kept,match.baseline,0.385,no.change,0.441,drept,FALSE,0.384615385,34
s6025,Female,1981,posttest,rurned,rurnt,burnt,match.baseline,0.385,no.change,0.731,rurned,TRUE,0.384615385,34
s6025,Female,1981,pretest,splinged,splang,sang,match.baseline,0.385,no.change,0.401,splang,FALSE,0.384615385,34
s6025,Female,1981,pretest,snurned,snurnt,burnt,match.baseline,0.385,no.change,0.757,snurnt,FALSE,0.384615385,34
s6025,Female,1981,pretest,skrinked,skrank,sang,match.baseline,0.385,no.change,0.45,skrank,FALSE,0.384615385,34
s6025,Female,1981,pretest,murned,murnt,burnt,match.baseline,0.385,no.change,0.723,murnt,FALSE,0.384615385,34
s6025,Female,1981,posttest,twelled,twelt,burnt,match.baseline,0.385,no.change,0.559,twelt,FALSE,0.384615385,34
s6025,Female,1981,posttest,hurned,hurnt,burnt,match.baseline,0.385,no.change,0.713,hurned,TRUE,0.384615385,34
s6025,Female,1981,posttest,frimmed,fram,sang,match.baseline,0.385,no.change,0.708,frimmed,TRUE,0.384615385,34
s6025,Female,1981,posttest,trined,trone,drove,match.baseline,0.385,no.change,0.614,trined,TRUE,0.384615385,34
s6025,Female,1981,posttest,jinked,jank,sang,match.baseline,0.385,no.change,0.614,jinked,TRUE,0.384615385,34
s6025,Female,1981,posttest,strined,strone,drove,match.baseline,0.385,no.change,0.559,strone,FALSE,0.384615385,34
s6025,Female,1981,posttest,lelled,lelt,burnt,match.baseline,0.385,no.change,0.668,lelt,FALSE,0.384615385,34
s6025,Female,1981,pretest,skrurned,skrurnt,burnt,match.baseline,0.385,no.change,0.668,skrurned,TRUE,0.384615385,34
s6025,Female,1981,posttest,schmeemed,schmemt,kept,match.baseline,0.385,no.change,0.649,schmemt,FALSE,0.384615385,34
s6025,Female,1981,posttest,splurned,splurnt,burnt,match.baseline,0.385,no.change,0.703,splurned,TRUE,0.384615385,34
s6025,Female,1981,posttest,zeemed,zemt,kept,match.baseline,0.385,no.change,0.663,zeemed,TRUE,0.384615385,34
s6025,Female,1981,posttest,geeved,gove,drove,match.baseline,0.385,no.change,0.599,geeved,TRUE,0.384615385,34
s6025,Female,1981,posttest,sprelled,sprelt,burnt,match.baseline,0.385,no.change,0.629,sprelt,FALSE,0.384615385,34
s6025,Female,1981,posttest,twimmed,twam,sang,match.baseline,0.385,no.change,0.54,twam,FALSE,0.384615385,34
s6025,Female,1981,pretest,snined,snone,drove,match.baseline,0.385,no.change,0.644,snined,TRUE,0.384615385,34
s6026,Female,1985,posttest,glinked,glank,sang,match.baseline,0.538,no.change,0.609,glinked,TRUE,0.538461538,30
s6026,Female,1985,pretest,zeeped,zept,kept,match.baseline,0.538,no.change,0.441,zeeped,TRUE,0.538461538,30
s6026,Female,1985,pretest,lelled,lelt,burnt,match.baseline,0.538,no.change,0.668,lelled,TRUE,0.538461538,30
s6026,Female,1985,posttest,shinged,shang,sang,match.baseline,0.538,no.change,0.45,shinged,TRUE,0.538461538,30
s6026,Female,1985,posttest,skinged,skang,sang,match.baseline,0.538,no.change,0.52,skinged,TRUE,0.538461538,30
s6026,Female,1985,pretest,cheened,chent,kept,match.baseline,0.538,no.change,0.743,cheened,TRUE,0.538461538,30
s6026,Female,1985,pretest,drurned,drurnt,burnt,match.baseline,0.538,no.change,0.748,drurned,TRUE,0.538461538,30
s6026,Female,1985,pretest,yided,yode,drove,match.baseline,0.538,no.change,0.401,yode,FALSE,0.538461538,30
s6026,Female,1985,posttest,sninked,snank,sang,match.baseline,0.538,no.change,0.421,sninked,TRUE,0.538461538,30
s6026,Female,1985,pretest,smilled,smilt,burnt,match.baseline,0.538,no.change,0.668,smilt,FALSE,0.538461538,30
s6026,Female,1985,pretest,geeved,gove,drove,match.baseline,0.538,no.change,0.599,geeved,TRUE,0.538461538,30
s6026,Female,1985,posttest,prurned,prurnt,burnt,match.baseline,0.538,no.change,0.688,prurned,TRUE,0.538461538,30
s6026,Female,1985,pretest,blided,blode,drove,match.baseline,0.538,no.change,0.515,blode,FALSE,0.538461538,30
s6026,Female,1985,posttest,pited,pote,drove,match.baseline,0.538,no.change,0.629,pote,FALSE,0.538461538,30
s6026,Female,1985,posttest,slined,slone,drove,match.baseline,0.538,no.change,0.614,slined,TRUE,0.538461538,30
s6026,Female,1985,pretest,splurned,splurnt,burnt,match.baseline,0.538,no.change,0.703,splurnt,FALSE,0.538461538,30
s6026,Female,1985,pretest,trined,trone,drove,match.baseline,0.538,no.change,0.614,trined,TRUE,0.538461538,30
s6026,Female,1985,posttest,klited,klote,drove,match.baseline,0.538,no.change,0.554,klote,FALSE,0.538461538,30
s6026,Female,1985,posttest,brurned,brurnt,burnt,match.baseline,0.538,no.change,0.554,brurned,TRUE,0.538461538,30
s6026,Female,1985,posttest,dwimmed,dwam,sang,match.baseline,0.538,no.change,0.515,dwimmed,TRUE,0.538461538,30
s6026,Female,1985,posttest,squited,squote,drove,match.baseline,0.538,no.change,0.505,squote,FALSE,0.538461538,30
s6026,Female,1985,pretest,dwinked,dwank,sang,match.baseline,0.538,no.change,0.431,dwinked,TRUE,0.538461538,30
s6026,Female,1985,pretest,schmeemed,schmemt,kept,match.baseline,0.538,no.change,0.649,schmeemed,TRUE,0.538461538,30
s6026,Female,1985,posttest,skeened,skent,kept,match.baseline,0.538,no.change,0.688,skent,FALSE,0.538461538,30
s6026,Female,1985,posttest,breeped,brept,kept,match.baseline,0.538,no.change,0.55,brept,FALSE,0.538461538,30
s6026,Female,1985,pretest,twimmed,twam,sang,match.baseline,0.538,no.change,0.54,twam,FALSE,0.538461538,30
s6026,Female,1985,posttest,chimmed,cham,sang,match.baseline,0.538,no.change,0.743,chimmed,TRUE,0.538461538,30
s6026,Female,1985,pretest,vrited,vrote,drove,match.baseline,0.538,no.change,0.366,vrote,FALSE,0.538461538,30
s6026,Female,1985,posttest,pleeled,plelt,kept,match.baseline,0.538,no.change,0.574,pleeled,TRUE,0.538461538,30
s6026,Female,1985,pretest,streeled,strelt,kept,match.baseline,0.538,no.change,0.51,strelt,FALSE,0.538461538,30
s6026,Female,1985,pretest,yilled,yilt,burnt,match.baseline,0.538,no.change,0.718,yilled,TRUE,0.538461538,30
s6026,Female,1985,pretest,minged,mang,sang,match.baseline,0.538,no.change,0.639,minged,TRUE,0.538461538,30
s6026,Female,1985,pretest,shringed,shrang,sang,match.baseline,0.538,no.change,0.46,shrang,FALSE,0.538461538,30
s6026,Female,1985,pretest,sneeped,snept,kept,match.baseline,0.538,no.change,0.431,sneeped,TRUE,0.538461538,30
s6026,Female,1985,pretest,twelled,twelt,burnt,match.baseline,0.538,no.change,0.559,twelt,FALSE,0.538461538,30
s6026,Female,1985,pretest,greeled,grelt,kept,match.baseline,0.538,no.change,0.562,greeled,TRUE,0.538461538,30
s6026,Female,1985,pretest,thrided,throde,drove,match.baseline,0.538,no.change,0.376,throde,FALSE,0.538461538,30
s6026,Female,1985,pretest,splinked,splank,sang,match.baseline,0.538,no.change,0.49,splank,FALSE,0.538461538,30
s6026,Female,1985,pretest,feemed,femt,kept,match.baseline,0.538,no.change,0.673,femt,FALSE,0.538461538,30
s6026,Female,1985,posttest,squided,squode,drove,match.baseline,0.538,no.change,0.406,squode,FALSE,0.538461538,30
s6026,Female,1985,pretest,frimmed,fram,sang,match.baseline,0.538,no.change,0.708,frimmed,TRUE,0.538461538,30
s6026,Female,1985,posttest,spinged,spang,sang,match.baseline,0.538,no.change,0.401,spinged,TRUE,0.538461538,30
s6026,Female,1985,pretest,trelled,trelt,burnt,match.baseline,0.538,no.change,0.678,trelt,FALSE,0.538461538,30
s6026,Female,1985,posttest,strimmed,stram,sang,match.baseline,0.538,no.change,0.619,strimmed,TRUE,0.538461538,30
s6026,Female,1985,pretest,strilled,strilt,burnt,match.baseline,0.538,no.change,0.772,strilled,TRUE,0.538461538,30
s6026,Female,1985,pretest,hurned,hurnt,burnt,match.baseline,0.538,no.change,0.713,hurned,TRUE,0.538461538,30
s6026,Female,1985,pretest,stelled,stelt,burnt,match.baseline,0.538,no.change,0.644,stelt,FALSE,0.538461538,30
s6026,Female,1985,pretest,sweeled,swelt,kept,match.baseline,0.538,no.change,0.475,sweeled,TRUE,0.538461538,30
s6026,Female,1985,pretest,sneened,snent,kept,match.baseline,0.538,no.change,0.698,sneened,TRUE,0.538461538,30
s6026,Female,1985,posttest,jeemed,jemt,kept,match.baseline,0.538,no.change,0.723,jeemed,TRUE,0.538461538,30
s6026,Female,1985,pretest,schmited,schmote,drove,match.baseline,0.538,no.change,0.45,schmited,TRUE,0.538461538,30
s6026,Female,1985,posttest,splided,splode,drove,match.baseline,0.538,no.change,0.475,splode,FALSE,0.538461538,30
s6026,Female,1985,pretest,rurned,rurnt,burnt,match.baseline,0.538,no.change,0.731,rurned,TRUE,0.538461538,30
s6026,Female,1985,pretest,dreened,drent,kept,match.baseline,0.538,no.change,0.634,drent,FALSE,0.538461538,30
s6026,Female,1985,pretest,glinged,glang,sang,match.baseline,0.538,no.change,0.584,glang,FALSE,0.538461538,30
s6026,Female,1985,pretest,zeemed,zemt,kept,match.baseline,0.538,no.change,0.663,zemt,FALSE,0.538461538,30
s6026,Female,1985,posttest,neemed,nemt,kept,match.baseline,0.538,no.change,0.658,nemt,FALSE,0.538461538,30
s6026,Female,1985,posttest,swided,swode,drove,match.baseline,0.538,no.change,0.356,swode,FALSE,0.538461538,30
s6026,Female,1985,posttest,shreeped,shrept,kept,match.baseline,0.538,no.change,0.46,shrept,FALSE,0.538461538,30
s6026,Female,1985,posttest,squeened,squent,kept,match.baseline,0.538,no.change,0.629,squeened,TRUE,0.538461538,30
s6026,Female,1985,pretest,slived,slove,drove,match.baseline,0.538,no.change,0.49,slove,FALSE,0.538461538,30
s6026,Female,1985,posttest,ninked,nank,sang,match.baseline,0.538,no.change,0.647,ninked,TRUE,0.538461538,30
s6026,Female,1985,pretest,quinked,quank,sang,match.baseline,0.538,no.change,0.569,quinked,TRUE,0.538461538,30
s6026,Female,1985,posttest,strited,strote,drove,match.baseline,0.538,no.change,0.426,strote,FALSE,0.538461538,30
s6026,Female,1985,posttest,smimmed,smam,sang,match.baseline,0.538,no.change,0.579,smimmed,TRUE,0.538461538,30
s6026,Female,1985,posttest,chited,chote,drove,match.baseline,0.538,no.change,0.579,chote,FALSE,0.538461538,30
s6026,Female,1985,posttest,brived,brove,drove,match.baseline,0.538,no.change,0.391,brove,FALSE,0.538461538,30
s6026,Female,1985,pretest,jined,jone,drove,match.baseline,0.538,no.change,0.658,jined,TRUE,0.538461538,30
s6026,Female,1985,posttest,sneemed,snemt,kept,match.baseline,0.538,no.change,0.713,snemt,FALSE,0.538461538,30
s6026,Female,1985,pretest,cheeled,chelt,kept,match.baseline,0.538,no.change,0.545,cheeled,TRUE,0.538461538,30
s6026,Female,1985,pretest,plined,plone,drove,match.baseline,0.538,no.change,0.713,plined,TRUE,0.538461538,30
s6026,Female,1985,posttest,theeled,thelt,kept,match.baseline,0.538,no.change,0.495,thelt,FALSE,0.538461538,30
s6026,Female,1985,posttest,skrilled,skrilt,burnt,match.baseline,0.538,no.change,0.733,skrilled,TRUE,0.538461538,30
s6026,Female,1985,posttest,zited,zote,drove,match.baseline,0.538,no.change,0.54,zote,FALSE,0.538461538,30
s6026,Female,1985,pretest,strined,strone,drove,match.baseline,0.538,no.change,0.559,strone,FALSE,0.538461538,30
s6026,Female,1985,posttest,pringed,prang,sang,match.baseline,0.538,no.change,0.465,prang,FALSE,0.538461538,30
s6026,Female,1985,posttest,vrilled,vrilt,burnt,match.baseline,0.538,no.change,0.772,vrilled,TRUE,0.538461538,30
s6026,Female,1985,posttest,jurned,jurnt,burnt,match.baseline,0.538,no.change,0.718,jurned,TRUE,0.538461538,30
s6026,Female,1985,pretest,jinked,jank,sang,match.baseline,0.538,no.change,0.614,jank,FALSE,0.538461538,30
s6026,Female,1985,posttest,kleemed,klemt,kept,match.baseline,0.538,no.change,0.653,kleemed,TRUE,0.538461538,30
s6026,Female,1985,pretest,thringed,thrang,sang,match.baseline,0.538,no.change,0.411,thrang,FALSE,0.538461538,30
s6026,Female,1985,pretest,sprelled,sprelt,burnt,match.baseline,0.538,no.change,0.629,sprelled,TRUE,0.538461538,30
s6026,Female,1985,pretest,thurned,thurnt,burnt,match.baseline,0.538,no.change,0.693,thurned,TRUE,0.538461538,30
s6026,Female,1985,pretest,splived,splove,drove,match.baseline,0.538,no.change,0.421,splived,TRUE,0.538461538,30
s6026,Female,1985,posttest,trinked,trank,sang,match.baseline,0.538,no.change,0.49,trinked,TRUE,0.538461538,30
s6026,Female,1985,posttest,schmined,schmone,drove,match.baseline,0.538,no.change,0.703,schmined,TRUE,0.538461538,30
s6026,Female,1985,posttest,thrimmed,thram,sang,match.baseline,0.538,no.change,0.683,thrimmed,TRUE,0.538461538,30
s6026,Female,1985,posttest,vurned,vurnt,burnt,match.baseline,0.538,no.change,0.668,vurned,TRUE,0.538461538,30
s6026,Female,1985,posttest,theeped,thept,kept,match.baseline,0.538,no.change,0.416,theeped,TRUE,0.538461538,30
s6026,Female,1985,posttest,kreened,krent,kept,match.baseline,0.538,no.change,0.683,kreened,TRUE,0.538461538,30
s6026,Female,1985,posttest,threlled,threlt,burnt,match.baseline,0.538,no.change,0.653,threlt,FALSE,0.538461538,30
