"participant","pretest.reg","gender","phase","weak.past","strong.past","category","sensibility","partnerRegCondition","item.reg.mean","response","regular","age"
"s6184",0.442307692307692,"Male","posttest","snited","snote","drove","silly","decrease",0.53,"snote",FALSE,66
"s6184",0.442307692307692,"Male","posttest","trurned","trurnt","burnt","silly","decrease",0.718,"trurned",TRUE,66
"s6184",0.442307692307692,"Male","posttest","sminked","smank","sang","silly","decrease",0.579,"smank",FALSE,66
"s6184",0.442307692307692,"Male","posttest","dwilled","dwilt","burnt","silly","decrease",0.673,"dwilt",FALSE,66
"s6184",0.442307692307692,"Male","posttest","fleeled","flelt","kept","silly","decrease",0.525,"flelt",FALSE,66
"s6184",0.442307692307692,"Male","posttest","zelled","zelt","burnt","silly","decrease",0.639,"zelt",FALSE,66
"s6184",0.442307692307692,"Male","posttest","prilled","prilt","burnt","silly","decrease",0.713,"prilled",TRUE,66
"s6184",0.442307692307692,"Male","posttest","murned","murnt","burnt","silly","decrease",0.723,"murned",TRUE,66
"s6184",0.442307692307692,"Male","posttest","vrinked","vrank","sang","silly","decrease",0.515,"vrank",FALSE,66
"s6184",0.442307692307692,"Male","posttest","strinked","strank","sang","silly","decrease",0.416,"strank",FALSE,66
"s6184",0.442307692307692,"Male","posttest","splinged","splang","sang","silly","decrease",0.401,"splang",FALSE,66
"s6184",0.442307692307692,"Male","posttest","quinged","quang","sang","silly","decrease",0.53,"quang",FALSE,66
"s6184",0.442307692307692,"Male","posttest","surned","surnt","burnt","silly","decrease",0.698,"surnt",FALSE,66
"s6184",0.442307692307692,"Male","posttest","swited","swote","drove","silly","decrease",0.46,"swote",FALSE,66
"s6184",0.442307692307692,"Male","posttest","kleeled","klelt","kept","silly","decrease",0.554,"kleeled",TRUE,66
"s6184",0.442307692307692,"Male","posttest","grinked","grank","sang","silly","decrease",0.47,"grank",FALSE,66
"s6184",0.442307692307692,"Male","posttest","spreemed","spremt","kept","silly","decrease",0.639,"spreemed",TRUE,66
"s6184",0.442307692307692,"Male","posttest","skeeped","skept","kept","silly","decrease",0.485,"skeeped",TRUE,66
"s6184",0.442307692307692,"Male","posttest","squined","squone","drove","silly","decrease",0.678,"squone",FALSE,66
"s6185",0.480769230769231,"Male","posttest","slived","slove","drove","silly","decrease",0.49,"slived",TRUE,30
"s6185",0.480769230769231,"Male","posttest","splinked","splank","sang","silly","decrease",0.49,"splank",FALSE,30
"s6185",0.480769230769231,"Male","posttest","schmeemed","schmemt","kept","silly","decrease",0.649,"schmeemed",TRUE,30
"s6185",0.480769230769231,"Male","posttest","thrided","throde","drove","silly","decrease",0.376,"throde",FALSE,30
"s6185",0.480769230769231,"Male","posttest","blided","blode","drove","silly","decrease",0.515,"blode",FALSE,30
"s6185",0.480769230769231,"Male","posttest","cheeled","chelt","kept","silly","decrease",0.545,"cheeled",TRUE,30
"s6185",0.480769230769231,"Male","posttest","zeemed","zemt","kept","silly","decrease",0.663,"zeemed",TRUE,30
"s6185",0.480769230769231,"Male","posttest","sneened","snent","kept","silly","decrease",0.698,"sneened",TRUE,30
"s6185",0.480769230769231,"Male","posttest","rurned","rurnt","burnt","silly","decrease",0.731,"rurned",TRUE,30
"s6185",0.480769230769231,"Male","posttest","lelled","lelt","burnt","silly","decrease",0.668,"lelled",TRUE,30
"s6185",0.480769230769231,"Male","posttest","jinked","jank","sang","silly","decrease",0.614,"jinked",TRUE,30
"s6185",0.480769230769231,"Male","posttest","cheened","chent","kept","silly","decrease",0.743,"cheened",TRUE,30
"s6185",0.480769230769231,"Male","posttest","hurned","hurnt","burnt","silly","decrease",0.713,"hurned",TRUE,30
"s6185",0.480769230769231,"Male","posttest","minged","mang","sang","silly","decrease",0.639,"mang",FALSE,30
"s6185",0.480769230769231,"Male","posttest","sweeled","swelt","kept","silly","decrease",0.475,"sweeled",TRUE,30
"s6185",0.480769230769231,"Male","posttest","sneeped","snept","kept","silly","decrease",0.431,"snept",FALSE,30
"s6185",0.480769230769231,"Male","posttest","greeled","grelt","kept","silly","decrease",0.562,"greeled",TRUE,30
"s6185",0.480769230769231,"Male","posttest","zeeped","zept","kept","silly","decrease",0.441,"zeeped",TRUE,30
"s6185",0.480769230769231,"Male","posttest","thringed","thrang","sang","silly","decrease",0.411,"thringed",TRUE,30
"s6185",0.480769230769231,"Male","posttest","frimmed","fram","sang","silly","decrease",0.708,"frimmed",TRUE,30
"s6185",0.480769230769231,"Male","posttest","twelled","twelt","burnt","silly","decrease",0.559,"twelled",TRUE,30
"s6185",0.480769230769231,"Male","posttest","yided","yode","drove","silly","decrease",0.401,"yided",TRUE,30
"s6185",0.480769230769231,"Male","posttest","sprelled","sprelt","burnt","silly","decrease",0.629,"sprelled",TRUE,30
"s6185",0.480769230769231,"Male","posttest","splurned","splurnt","burnt","silly","decrease",0.703,"splurned",TRUE,30
"s6185",0.480769230769231,"Male","posttest","vrited","vrote","drove","silly","decrease",0.366,"vrote",FALSE,30
"s6185",0.480769230769231,"Male","posttest","quided","quode","drove","silly","decrease",0.47,"quode",FALSE,30
"s6185",0.480769230769231,"Male","posttest","strilled","strilt","burnt","silly","decrease",0.772,"strilled",TRUE,30
"s6185",0.480769230769231,"Male","posttest","quinked","quank","sang","silly","decrease",0.569,"quinked",TRUE,30
"s6185",0.480769230769231,"Male","posttest","trined","trone","drove","silly","decrease",0.614,"trined",TRUE,30
"s6185",0.480769230769231,"Male","posttest","drurned","drurnt","burnt","silly","decrease",0.748,"drurned",TRUE,30
"s6185",0.480769230769231,"Male","posttest","streeled","strelt","kept","silly","decrease",0.51,"strelt",FALSE,30
"s6185",0.480769230769231,"Male","posttest","smilled","smilt","burnt","silly","decrease",0.668,"smilled",TRUE,30
"s6185",0.480769230769231,"Male","posttest","gringed","grang","sang","silly","decrease",0.515,"grang",FALSE,30
"s6185",0.480769230769231,"Male","posttest","zimmed","zam","sang","silly","decrease",0.733,"zimmed",TRUE,30
"s6185",0.480769230769231,"Male","posttest","feemed","femt","kept","silly","decrease",0.673,"feemed",TRUE,30
"s6185",0.480769230769231,"Male","posttest","geemed","gemt","kept","silly","decrease",0.693,"geemed",TRUE,30
"s6185",0.480769230769231,"Male","posttest","geeved","gove","drove","silly","decrease",0.599,"gove",FALSE,30
"s6185",0.480769230769231,"Male","posttest","splived","splove","drove","silly","decrease",0.421,"splived",TRUE,30
"s6185",0.480769230769231,"Male","posttest","plined","plone","drove","silly","decrease",0.713,"plined",TRUE,30
"s6185",0.480769230769231,"Male","posttest","dreened","drent","kept","silly","decrease",0.634,"dreened",TRUE,30
"s6185",0.480769230769231,"Male","posttest","stelled","stelt","burnt","silly","decrease",0.644,"stelled",TRUE,30
"s6185",0.480769230769231,"Male","posttest","thurned","thurnt","burnt","silly","decrease",0.693,"thurned",TRUE,30
"s6185",0.480769230769231,"Male","posttest","glinged","glang","sang","silly","decrease",0.584,"glang",FALSE,30
"s6185",0.480769230769231,"Male","posttest","shringed","shrang","sang","silly","decrease",0.46,"shrang",FALSE,30
"s6185",0.480769230769231,"Male","posttest","sninged","snang","sang","silly","decrease",0.455,"snang",FALSE,30
"s6185",0.480769230769231,"Male","posttest","twimmed","twam","sang","silly","decrease",0.54,"twam",FALSE,30
"s6185",0.480769230769231,"Male","posttest","dwinked","dwank","sang","silly","decrease",0.431,"dwank",FALSE,30
"s6185",0.480769230769231,"Male","posttest","jined","jone","drove","silly","decrease",0.658,"jone",FALSE,30
"s6185",0.480769230769231,"Male","posttest","yilled","yilt","burnt","silly","decrease",0.718,"yilled",TRUE,30
"s6185",0.480769230769231,"Male","posttest","trelled","trelt","burnt","silly","decrease",0.678,"trelled",TRUE,30
"s6185",0.480769230769231,"Male","posttest","schmited","schmote","drove","silly","decrease",0.45,"schmote",FALSE,30
"s6185",0.480769230769231,"Male","posttest","strined","strone","drove","silly","decrease",0.559,"strined",TRUE,30
"s6186",0.615384615384615,"Male","posttest","skrinked","skrank","sang","silly","decrease",0.45,"skrank",FALSE,47
"s6186",0.615384615384615,"Male","posttest","drelled","drelt","burnt","silly","decrease",0.653,"drelt",FALSE,47
"s6186",0.615384615384615,"Male","posttest","snurned","snurnt","burnt","silly","decrease",0.757,"snurnt",FALSE,47
"s6186",0.615384615384615,"Male","posttest","fided","fode","drove","silly","decrease",0.485,"fode",FALSE,47
"s6186",0.615384615384615,"Male","posttest","sminked","smank","sang","silly","decrease",0.579,"sminked",TRUE,47
"s6186",0.615384615384615,"Male","posttest","preemed","premt","kept","silly","decrease",0.678,"premt",FALSE,47
"s6186",0.615384615384615,"Male","posttest","dwinged","dwang","sang","silly","decrease",0.485,"dwang",FALSE,47
"s6186",0.615384615384615,"Male","posttest","dwided","dwode","drove","silly","decrease",0.416,"dwided",TRUE,47
"s6186",0.615384615384615,"Male","posttest","strinked","strank","sang","silly","decrease",0.416,"strank",FALSE,47
"s6186",0.615384615384615,"Male","posttest","vinked","vank","sang","silly","decrease",0.624,"vank",FALSE,47
"s6186",0.615384615384615,"Male","posttest","splinged","splang","sang","silly","decrease",0.401,"splang",FALSE,47
"s6186",0.615384615384615,"Male","posttest","twinked","twank","sang","silly","decrease",0.594,"twinked",TRUE,47
"s6186",0.615384615384615,"Male","posttest","dwilled","dwilt","burnt","silly","decrease",0.673,"dwilled",TRUE,47
"s6186",0.615384615384615,"Male","posttest","greemed","gremt","kept","silly","decrease",0.629,"gremt",FALSE,47
"s6186",0.615384615384615,"Male","posttest","fleeled","flelt","kept","silly","decrease",0.525,"fleeled",TRUE,47
"s6186",0.615384615384615,"Male","posttest","glined","glone","drove","silly","decrease",0.619,"glined",TRUE,47
"s6186",0.615384615384615,"Male","posttest","sleeled","slelt","kept","silly","decrease",0.55,"slelt",FALSE,47
"s6186",0.615384615384615,"Male","posttest","murned","murnt","burnt","silly","decrease",0.723,"murnt",FALSE,47
"s6186",0.615384615384615,"Male","posttest","gimmed","gam","sang","silly","decrease",0.728,"gam",FALSE,47
"s6186",0.615384615384615,"Male","posttest","klided","klode","drove","silly","decrease",0.495,"klode",FALSE,47
"s6186",0.615384615384615,"Male","posttest","neened","nent","kept","silly","decrease",0.663,"nent",FALSE,47
"s6186",0.615384615384615,"Male","posttest","schmimmed","schmam","sang","silly","decrease",0.634,"schmimmed",TRUE,47
"s6186",0.615384615384615,"Male","posttest","dweeped","dwept","kept","silly","decrease",0.426,"dweeped",TRUE,47
"s6186",0.615384615384615,"Male","posttest","trurned","trurnt","burnt","silly","decrease",0.718,"trurnt",FALSE,47
"s6186",0.615384615384615,"Male","posttest","fimmed","fam","sang","silly","decrease",0.772,"fimmed",TRUE,47
"s6186",0.615384615384615,"Male","posttest","prilled","prilt","burnt","silly","decrease",0.713,"prilled",TRUE,47
"s6186",0.615384615384615,"Male","posttest","skeeped","skept","kept","silly","decrease",0.485,"skept",FALSE,47
"s6186",0.615384615384615,"Male","posttest","slilled","slilt","burnt","silly","decrease",0.693,"slilt",FALSE,47
"s6186",0.615384615384615,"Male","posttest","dreeped","drept","kept","silly","decrease",0.441,"drept",FALSE,47
"s6186",0.615384615384615,"Male","posttest","shrided","shrode","drove","silly","decrease",0.376,"shrided",TRUE,47
"s6186",0.615384615384615,"Male","posttest","skelled","skelt","burnt","silly","decrease",0.584,"skelled",TRUE,47
"s6186",0.615384615384615,"Male","posttest","skrurned","skrurnt","burnt","silly","decrease",0.668,"skrurnt",FALSE,47
"s6186",0.615384615384615,"Male","posttest","quinged","quang","sang","silly","decrease",0.53,"quang",FALSE,47
"s6186",0.615384615384615,"Male","posttest","sprurned","sprurnt","burnt","silly","decrease",0.688,"sprurnt",FALSE,47
"s6186",0.615384615384615,"Male","posttest","vrinked","vrank","sang","silly","decrease",0.515,"vrank",FALSE,47
"s6186",0.615384615384615,"Male","posttest","thided","thode","drove","silly","decrease",0.436,"thided",TRUE,47
"s6186",0.615384615384615,"Male","posttest","swited","swote","drove","silly","decrease",0.46,"swote",FALSE,47
"s6186",0.615384615384615,"Male","posttest","grinked","grank","sang","silly","decrease",0.47,"grank",FALSE,47
"s6186",0.615384615384615,"Male","posttest","squined","squone","drove","silly","decrease",0.678,"squined",TRUE,47
"s6186",0.615384615384615,"Male","posttest","kleeled","klelt","kept","silly","decrease",0.554,"klelt",FALSE,47
"s6186",0.615384615384615,"Male","posttest","streened","strent","kept","silly","decrease",0.718,"strent",FALSE,47
"s6186",0.615384615384615,"Male","posttest","cheemed","chemt","kept","silly","decrease",0.733,"cheemed",TRUE,47
"s6186",0.615384615384615,"Male","posttest","surned","surnt","burnt","silly","decrease",0.698,"surnt",FALSE,47
"s6186",0.615384615384615,"Male","posttest","snited","snote","drove","silly","decrease",0.53,"snote",FALSE,47
"s6186",0.615384615384615,"Male","posttest","beeved","bove","drove","silly","decrease",0.574,"beeved",TRUE,47
"s6186",0.615384615384615,"Male","posttest","snined","snone","drove","silly","decrease",0.644,"snone",FALSE,47
"s6186",0.615384615384615,"Male","posttest","shreened","shrent","kept","silly","decrease",0.693,"shrent",FALSE,47
"s6186",0.615384615384615,"Male","posttest","sprided","sprode","drove","silly","decrease",0.347,"sprode",FALSE,47
"s6186",0.615384615384615,"Male","posttest","skrined","skrone","drove","silly","decrease",0.599,"skrone",FALSE,47
"s6186",0.615384615384615,"Male","posttest","spreemed","spremt","kept","silly","decrease",0.639,"spremt",FALSE,47
"s6186",0.615384615384615,"Male","posttest","skurned","skurnt","burnt","silly","decrease",0.733,"skurnt",FALSE,47
"s6186",0.615384615384615,"Male","posttest","zelled","zelt","burnt","silly","decrease",0.639,"zelt",FALSE,47
"s6189",0.230769230769231,"Female","posttest","slurned","slurnt","burnt","silly","decrease",0.698,"slurnt",FALSE,23
"s6189",0.230769230769231,"Female","posttest","chited","chote","drove","silly","decrease",0.579,"chote",FALSE,23
"s6189",0.230769230769231,"Female","posttest","skrilled","skrilt","burnt","silly","decrease",0.733,"skrilt",FALSE,23
"s6189",0.230769230769231,"Female","posttest","brived","brove","drove","silly","decrease",0.391,"brove",FALSE,23
"s6189",0.230769230769231,"Female","posttest","chimmed","cham","sang","silly","decrease",0.743,"cham",FALSE,23
"s6189",0.230769230769231,"Female","posttest","sneemed","snemt","kept","silly","decrease",0.713,"snemt",FALSE,23
"s6189",0.230769230769231,"Female","posttest","prurned","prurnt","burnt","silly","decrease",0.688,"prurnt",FALSE,23
"s6189",0.230769230769231,"Female","posttest","strimmed","stram","sang","silly","decrease",0.619,"stram",FALSE,23
"s6189",0.230769230769231,"Female","posttest","skeened","skent","kept","silly","decrease",0.688,"skent",FALSE,23
"s6189",0.230769230769231,"Female","posttest","blurned","blurnt","burnt","silly","decrease",0.639,"blurnt",FALSE,23
"s6189",0.230769230769231,"Female","posttest","thrimmed","thram","sang","silly","decrease",0.683,"thram",FALSE,23
"s6189",0.230769230769231,"Female","posttest","ninked","nank","sang","silly","decrease",0.647,"nank",FALSE,23
"s6189",0.230769230769231,"Female","posttest","kleemed","klemt","kept","silly","decrease",0.653,"klemt",FALSE,23
"s6189",0.230769230769231,"Female","posttest","schmined","schmone","drove","silly","decrease",0.703,"schmone",FALSE,23
"s6189",0.230769230769231,"Female","posttest","gurned","gurnt","burnt","silly","decrease",0.708,"gurnt",FALSE,23
"s6189",0.230769230769231,"Female","posttest","smimmed","smam","sang","silly","decrease",0.579,"smam",FALSE,23
"s6189",0.230769230769231,"Female","posttest","glinked","glank","sang","silly","decrease",0.609,"glank",FALSE,23
"s6189",0.230769230769231,"Female","posttest","pringed","prang","sang","silly","decrease",0.465,"prang",FALSE,23
