"participant","pretest.reg","gender","phase","weak.past","strong.past","category","sensibility","partnerRegCondition","item.reg.mean","response","regular","age"
"s6520",0.442307692307692,"Female","posttest","skurned","skurnt","burnt","silly","increase",0.733,"skurned",TRUE,28
"s6520",0.442307692307692,"Female","posttest","dweeped","dwept","kept","silly","increase",0.426,"dwept",FALSE,28
"s6520",0.442307692307692,"Female","posttest","shrided","shrode","drove","silly","increase",0.376,"shrode",FALSE,28
"s6520",0.442307692307692,"Female","posttest","skrurned","skrurnt","burnt","silly","increase",0.668,"skrurnt",FALSE,28
"s6520",0.442307692307692,"Female","posttest","preemed","premt","kept","silly","increase",0.678,"premt",FALSE,28
"s6520",0.442307692307692,"Female","posttest","thided","thode","drove","silly","increase",0.436,"thode",FALSE,28
"s6520",0.442307692307692,"Female","posttest","skrined","skrone","drove","silly","increase",0.599,"skrone",FALSE,28
"s6520",0.442307692307692,"Female","posttest","murned","murnt","burnt","silly","increase",0.723,"murned",TRUE,28
"s6520",0.442307692307692,"Female","posttest","spreemed","spremt","kept","silly","increase",0.639,"spremt",FALSE,28
"s6520",0.442307692307692,"Female","posttest","vrinked","vrank","sang","silly","increase",0.515,"vrinked",TRUE,28
"s6520",0.442307692307692,"Female","posttest","slilled","slilt","burnt","silly","increase",0.693,"slilled",TRUE,28
"s6520",0.442307692307692,"Female","posttest","shreened","shrent","kept","silly","increase",0.693,"shreened",TRUE,28
"s6520",0.442307692307692,"Female","posttest","prilled","prilt","burnt","silly","increase",0.713,"prilled",TRUE,28
"s6520",0.442307692307692,"Female","posttest","schmimmed","schmam","sang","silly","increase",0.634,"schmam",FALSE,28
"s6520",0.442307692307692,"Female","posttest","sprurned","sprurnt","burnt","silly","increase",0.688,"sprurned",TRUE,28
"s6520",0.442307692307692,"Female","posttest","snited","snote","drove","silly","increase",0.53,"snote",FALSE,28
"s6520",0.442307692307692,"Female","posttest","skelled","skelt","burnt","silly","increase",0.584,"skelt",FALSE,28
"s6520",0.442307692307692,"Female","posttest","drelled","drelt","burnt","silly","increase",0.653,"drelt",FALSE,28
"s6520",0.442307692307692,"Female","posttest","fleeled","flelt","kept","silly","increase",0.525,"fleeled",TRUE,28
"s6520",0.442307692307692,"Female","posttest","squined","squone","drove","silly","increase",0.678,"squined",TRUE,28
"s6520",0.442307692307692,"Female","posttest","grinked","grank","sang","silly","increase",0.47,"grank",FALSE,28
"s6520",0.442307692307692,"Female","posttest","dreeped","drept","kept","silly","increase",0.441,"drept",FALSE,28
"s6520",0.442307692307692,"Female","posttest","splinged","splang","sang","silly","increase",0.401,"splinged",TRUE,28
"s6520",0.442307692307692,"Female","posttest","quinged","quang","sang","silly","increase",0.53,"quang",FALSE,28
"s6520",0.442307692307692,"Female","posttest","gimmed","gam","sang","silly","increase",0.728,"gimmed",TRUE,28
"s6520",0.442307692307692,"Female","posttest","klided","klode","drove","silly","increase",0.495,"klode",FALSE,28
"s6520",0.442307692307692,"Female","posttest","fimmed","fam","sang","silly","increase",0.772,"fam",FALSE,28
"s6520",0.442307692307692,"Female","posttest","dwided","dwode","drove","silly","increase",0.416,"dwode",FALSE,28
"s6520",0.442307692307692,"Female","posttest","cheemed","chemt","kept","silly","increase",0.733,"chemt",FALSE,28
"s6520",0.442307692307692,"Female","posttest","zelled","zelt","burnt","silly","increase",0.639,"zelt",FALSE,28
"s6520",0.442307692307692,"Female","posttest","kleeled","klelt","kept","silly","increase",0.554,"klelt",FALSE,28
"s6520",0.442307692307692,"Female","posttest","swited","swote","drove","silly","increase",0.46,"swited",TRUE,28
"s6520",0.442307692307692,"Female","posttest","trurned","trurnt","burnt","silly","increase",0.718,"trurned",TRUE,28
"s6520",0.442307692307692,"Female","posttest","dwinged","dwang","sang","silly","increase",0.485,"dwinged",TRUE,28
"s6520",0.442307692307692,"Female","posttest","snined","snone","drove","silly","increase",0.644,"snined",TRUE,28
"s6520",0.442307692307692,"Female","posttest","sleeled","slelt","kept","silly","increase",0.55,"sleeled",TRUE,28
"s6520",0.442307692307692,"Female","posttest","glined","glone","drove","silly","increase",0.619,"glined",TRUE,28
"s6520",0.442307692307692,"Female","posttest","vinked","vank","sang","silly","increase",0.624,"vinked",TRUE,28
"s6520",0.442307692307692,"Female","posttest","sminked","smank","sang","silly","increase",0.579,"smank",FALSE,28
"s6520",0.442307692307692,"Female","posttest","surned","surnt","burnt","silly","increase",0.698,"surned",TRUE,28
"s6520",0.442307692307692,"Female","posttest","streened","strent","kept","silly","increase",0.718,"strent",FALSE,28
"s6520",0.442307692307692,"Female","posttest","beeved","bove","drove","silly","increase",0.574,"bove",FALSE,28
"s6520",0.442307692307692,"Female","posttest","greemed","gremt","kept","silly","increase",0.629,"gremt",FALSE,28
"s6520",0.442307692307692,"Female","posttest","snurned","snurnt","burnt","silly","increase",0.757,"snurned",TRUE,28
"s6520",0.442307692307692,"Female","posttest","twinked","twank","sang","silly","increase",0.594,"twinked",TRUE,28
"s6520",0.442307692307692,"Female","posttest","dwilled","dwilt","burnt","silly","increase",0.673,"dwilt",FALSE,28
"s6520",0.442307692307692,"Female","posttest","sprided","sprode","drove","silly","increase",0.347,"sprode",FALSE,28
"s6520",0.442307692307692,"Female","posttest","neened","nent","kept","silly","increase",0.663,"neened",TRUE,28
"s6520",0.442307692307692,"Female","posttest","skrinked","skrank","sang","silly","increase",0.45,"skrank",FALSE,28
"s6520",0.442307692307692,"Female","posttest","skeeped","skept","kept","silly","increase",0.485,"skeeped",TRUE,28
"s6520",0.442307692307692,"Female","posttest","fided","fode","drove","silly","increase",0.485,"fided",TRUE,28
"s6521",0.576923076923077,"Female","posttest","greeled","grelt","kept","silly","increase",0.562,"greeled",TRUE,27
"s6521",0.576923076923077,"Female","posttest","cheened","chent","kept","silly","increase",0.743,"cheened",TRUE,27
"s6521",0.576923076923077,"Female","posttest","thurned","thurnt","burnt","silly","increase",0.693,"thurnt",FALSE,27
"s6521",0.576923076923077,"Female","posttest","quided","quode","drove","silly","increase",0.47,"quided",TRUE,27
"s6521",0.576923076923077,"Female","posttest","slived","slove","drove","silly","increase",0.49,"slived",TRUE,27
"s6521",0.576923076923077,"Female","posttest","dwinked","dwank","sang","silly","increase",0.431,"dwank",FALSE,27
"s6521",0.576923076923077,"Female","posttest","sninged","snang","sang","silly","increase",0.455,"snang",FALSE,27
"s6521",0.576923076923077,"Female","posttest","drurned","drurnt","burnt","silly","increase",0.748,"drurned",TRUE,27
"s6521",0.576923076923077,"Female","posttest","frimmed","fram","sang","silly","increase",0.708,"frimmed",TRUE,27
"s6521",0.576923076923077,"Female","posttest","plined","plone","drove","silly","increase",0.713,"plone",FALSE,27
"s6521",0.576923076923077,"Female","posttest","rurned","rurnt","burnt","silly","increase",0.731,"rurnt",FALSE,27
"s6521",0.576923076923077,"Female","posttest","twimmed","twam","sang","silly","increase",0.54,"twimmed",TRUE,27
"s6521",0.576923076923077,"Female","posttest","zeeped","zept","kept","silly","increase",0.441,"zeeped",TRUE,27
"s6521",0.576923076923077,"Female","posttest","strined","strone","drove","silly","increase",0.559,"strined",TRUE,27
"s6521",0.576923076923077,"Female","posttest","schmeemed","schmemt","kept","silly","increase",0.649,"schmeemed",TRUE,27
"s6521",0.576923076923077,"Female","posttest","stelled","stelt","burnt","silly","increase",0.644,"stelled",TRUE,27
"s6521",0.576923076923077,"Female","posttest","sprelled","sprelt","burnt","silly","increase",0.629,"sprelt",FALSE,27
"s6521",0.576923076923077,"Female","posttest","sneened","snent","kept","silly","increase",0.698,"snent",FALSE,27
"s6521",0.576923076923077,"Female","posttest","splived","splove","drove","silly","increase",0.421,"splived",TRUE,27
"s6521",0.576923076923077,"Female","posttest","zeemed","zemt","kept","silly","increase",0.663,"zemt",FALSE,27
"s6521",0.576923076923077,"Female","posttest","splinked","splank","sang","silly","increase",0.49,"splinked",TRUE,27
"s6521",0.576923076923077,"Female","posttest","streeled","strelt","kept","silly","increase",0.51,"strelt",FALSE,27
"s6521",0.576923076923077,"Female","posttest","geeved","gove","drove","silly","increase",0.599,"geeved",TRUE,27
"s6521",0.576923076923077,"Female","posttest","trelled","trelt","burnt","silly","increase",0.678,"trelled",TRUE,27
"s6521",0.576923076923077,"Female","posttest","jinked","jank","sang","silly","increase",0.614,"jinked",TRUE,27
"s6521",0.576923076923077,"Female","posttest","gringed","grang","sang","silly","increase",0.515,"grang",FALSE,27
"s6521",0.576923076923077,"Female","posttest","splurned","splurnt","burnt","silly","increase",0.703,"splurnt",FALSE,27
"s6521",0.576923076923077,"Female","posttest","thrided","throde","drove","silly","increase",0.376,"thrided",TRUE,27
"s6521",0.576923076923077,"Female","posttest","yided","yode","drove","silly","increase",0.401,"yided",TRUE,27
"s6521",0.576923076923077,"Female","posttest","jined","jone","drove","silly","increase",0.658,"jone",FALSE,27
"s6521",0.576923076923077,"Female","posttest","yilled","yilt","burnt","silly","increase",0.718,"yilled",TRUE,27
"s6521",0.576923076923077,"Female","posttest","twelled","twelt","burnt","silly","increase",0.559,"twelled",TRUE,27
"s6521",0.576923076923077,"Female","posttest","quinked","quank","sang","silly","increase",0.569,"quank",FALSE,27
"s6521",0.576923076923077,"Female","posttest","blided","blode","drove","silly","increase",0.515,"blode",FALSE,27
"s6521",0.576923076923077,"Female","posttest","shringed","shrang","sang","silly","increase",0.46,"shrang",FALSE,27
"s6521",0.576923076923077,"Female","posttest","zimmed","zam","sang","silly","increase",0.733,"zimmed",TRUE,27
"s6521",0.576923076923077,"Female","posttest","lelled","lelt","burnt","silly","increase",0.668,"lelled",TRUE,27
"s6521",0.576923076923077,"Female","posttest","strilled","strilt","burnt","silly","increase",0.772,"strilled",TRUE,27
"s6521",0.576923076923077,"Female","posttest","sneeped","snept","kept","silly","increase",0.431,"snept",FALSE,27
"s6521",0.576923076923077,"Female","posttest","cheeled","chelt","kept","silly","increase",0.545,"chelt",FALSE,27
"s6521",0.576923076923077,"Female","posttest","glinged","glang","sang","silly","increase",0.584,"glinged",TRUE,27
"s6521",0.576923076923077,"Female","posttest","vrited","vrote","drove","silly","increase",0.366,"vrote",FALSE,27
"s6521",0.576923076923077,"Female","posttest","sweeled","swelt","kept","silly","increase",0.475,"sweeled",TRUE,27
"s6521",0.576923076923077,"Female","posttest","geemed","gemt","kept","silly","increase",0.693,"geemed",TRUE,27
"s6521",0.576923076923077,"Female","posttest","minged","mang","sang","silly","increase",0.639,"minged",TRUE,27
"s6521",0.576923076923077,"Female","posttest","dreened","drent","kept","silly","increase",0.634,"drent",FALSE,27
"s6521",0.576923076923077,"Female","posttest","smilled","smilt","burnt","silly","increase",0.668,"smilled",TRUE,27
"s6521",0.576923076923077,"Female","posttest","thringed","thrang","sang","silly","increase",0.411,"thrang",FALSE,27
"s6521",0.576923076923077,"Female","posttest","hurned","hurnt","burnt","silly","increase",0.713,"hurned",TRUE,27
"s6521",0.576923076923077,"Female","posttest","schmited","schmote","drove","silly","increase",0.45,"schmote",FALSE,27
"s6521",0.576923076923077,"Female","posttest","trined","trone","drove","silly","increase",0.614,"trone",FALSE,27
"s6521",0.576923076923077,"Female","posttest","feemed","femt","kept","silly","increase",0.673,"feemed",TRUE,27
"s6522",0.596153846153846,"Female","posttest","zelled","zelt","burnt","silly","increase",0.639,"zelled",TRUE,31
"s6522",0.596153846153846,"Female","posttest","trurned","trurnt","burnt","silly","increase",0.718,"trurned",TRUE,31
"s6522",0.596153846153846,"Female","posttest","thided","thode","drove","silly","increase",0.436,"thode",FALSE,31
"s6522",0.596153846153846,"Female","posttest","squined","squone","drove","silly","increase",0.678,"squined",TRUE,31
"s6522",0.596153846153846,"Female","posttest","dwilled","dwilt","burnt","silly","increase",0.673,"dwilled",TRUE,31
"s6522",0.596153846153846,"Female","posttest","drelled","drelt","burnt","silly","increase",0.653,"drelt",FALSE,31
"s6522",0.596153846153846,"Female","posttest","streened","strent","kept","silly","increase",0.718,"strent",FALSE,31
"s6522",0.596153846153846,"Female","posttest","skurned","skurnt","burnt","silly","increase",0.733,"skurnt",FALSE,31
"s6522",0.596153846153846,"Female","posttest","dwided","dwode","drove","silly","increase",0.416,"dwided",TRUE,31
"s6522",0.596153846153846,"Female","posttest","snited","snote","drove","silly","increase",0.53,"snote",FALSE,31
"s6522",0.596153846153846,"Female","posttest","shrided","shrode","drove","silly","increase",0.376,"shrided",TRUE,31
"s6522",0.596153846153846,"Female","posttest","neened","nent","kept","silly","increase",0.663,"neened",TRUE,31
"s6522",0.596153846153846,"Female","posttest","dweeped","dwept","kept","silly","increase",0.426,"dwept",FALSE,31
"s6522",0.596153846153846,"Female","posttest","shreened","shrent","kept","silly","increase",0.693,"shreened",TRUE,31
"s6522",0.596153846153846,"Female","posttest","surned","surnt","burnt","silly","increase",0.698,"surned",TRUE,31
"s6522",0.596153846153846,"Female","posttest","grinked","grank","sang","silly","increase",0.47,"grank",FALSE,31
"s6522",0.596153846153846,"Female","posttest","quinged","quang","sang","silly","increase",0.53,"quinged",TRUE,31
"s6522",0.596153846153846,"Female","posttest","vrinked","vrank","sang","silly","increase",0.515,"vrinked",TRUE,31
"s6522",0.596153846153846,"Female","posttest","skelled","skelt","burnt","silly","increase",0.584,"skelled",TRUE,31
"s6522",0.596153846153846,"Female","posttest","swited","swote","drove","silly","increase",0.46,"swited",TRUE,31
"s6522",0.596153846153846,"Female","posttest","beeved","bove","drove","silly","increase",0.574,"beeved",TRUE,31
"s6522",0.596153846153846,"Female","posttest","splinged","splang","sang","silly","increase",0.401,"splang",FALSE,31
"s6522",0.596153846153846,"Female","posttest","klided","klode","drove","silly","increase",0.495,"klided",TRUE,31
"s6522",0.596153846153846,"Female","posttest","sprided","sprode","drove","silly","increase",0.347,"sprided",TRUE,31
"s6522",0.596153846153846,"Female","posttest","prilled","prilt","burnt","silly","increase",0.713,"prilled",TRUE,31
"s6522",0.596153846153846,"Female","posttest","skrurned","skrurnt","burnt","silly","increase",0.668,"skrurned",TRUE,31
"s6522",0.596153846153846,"Female","posttest","murned","murnt","burnt","silly","increase",0.723,"murned",TRUE,31
"s6522",0.596153846153846,"Female","posttest","fided","fode","drove","silly","increase",0.485,"fided",TRUE,31
"s6522",0.596153846153846,"Female","posttest","sminked","smank","sang","silly","increase",0.579,"smank",FALSE,31
"s6522",0.596153846153846,"Female","posttest","vinked","vank","sang","silly","increase",0.624,"vinked",TRUE,31
"s6522",0.596153846153846,"Female","posttest","fimmed","fam","sang","silly","increase",0.772,"fimmed",TRUE,31
"s6522",0.596153846153846,"Female","posttest","fleeled","flelt","kept","silly","increase",0.525,"flelt",FALSE,31
"s6522",0.596153846153846,"Female","posttest","cheemed","chemt","kept","silly","increase",0.733,"chemt",FALSE,31
"s6522",0.596153846153846,"Female","posttest","snined","snone","drove","silly","increase",0.644,"snined",TRUE,31
"s6522",0.596153846153846,"Female","posttest","preemed","premt","kept","silly","increase",0.678,"premt",FALSE,31
"s6522",0.596153846153846,"Female","posttest","schmimmed","schmam","sang","silly","increase",0.634,"schmimmed",TRUE,31
"s6522",0.596153846153846,"Female","posttest","glined","glone","drove","silly","increase",0.619,"glined",TRUE,31
"s6522",0.596153846153846,"Female","posttest","skeeped","skept","kept","silly","increase",0.485,"skept",FALSE,31
"s6522",0.596153846153846,"Female","posttest","sleeled","slelt","kept","silly","increase",0.55,"slelt",FALSE,31
"s6522",0.596153846153846,"Female","posttest","gimmed","gam","sang","silly","increase",0.728,"gimmed",TRUE,31
"s6522",0.596153846153846,"Female","posttest","spreemed","spremt","kept","silly","increase",0.639,"spreemed",TRUE,31
"s6522",0.596153846153846,"Female","posttest","sprurned","sprurnt","burnt","silly","increase",0.688,"sprurned",TRUE,31
"s6522",0.596153846153846,"Female","posttest","dwinged","dwang","sang","silly","increase",0.485,"dwinged",TRUE,31
"s6522",0.596153846153846,"Female","posttest","twinked","twank","sang","silly","increase",0.594,"twinked",TRUE,31
"s6522",0.596153846153846,"Female","posttest","skrined","skrone","drove","silly","increase",0.599,"skrined",TRUE,31
"s6522",0.596153846153846,"Female","posttest","greemed","gremt","kept","silly","increase",0.629,"greemed",TRUE,31
"s6522",0.596153846153846,"Female","posttest","strinked","strank","sang","silly","increase",0.416,"strinked",TRUE,31
"s6522",0.596153846153846,"Female","posttest","kleeled","klelt","kept","silly","increase",0.554,"kleeled",TRUE,31
"s6522",0.596153846153846,"Female","posttest","snurned","snurnt","burnt","silly","increase",0.757,"snurned",TRUE,31
"s6522",0.596153846153846,"Female","posttest","dreeped","drept","kept","silly","increase",0.441,"drept",FALSE,31
"s6522",0.596153846153846,"Female","posttest","skrinked","skrank","sang","silly","increase",0.45,"skrank",FALSE,31
"s6522",0.596153846153846,"Female","posttest","slilled","slilt","burnt","silly","increase",0.693,"slilled",TRUE,31
"s6524",0.596153846153846,"Male","posttest","twimmed","twam","sang","silly","increase",0.54,"twam",FALSE,41
"s6524",0.596153846153846,"Male","posttest","shringed","shrang","sang","silly","increase",0.46,"shrang",FALSE,41
"s6524",0.596153846153846,"Male","posttest","thurned","thurnt","burnt","silly","increase",0.693,"thurned",TRUE,41
"s6524",0.596153846153846,"Male","posttest","minged","mang","sang","silly","increase",0.639,"mang",FALSE,41
"s6524",0.596153846153846,"Male","posttest","dreened","drent","kept","silly","increase",0.634,"drent",FALSE,41
"s6524",0.596153846153846,"Male","posttest","cheened","chent","kept","silly","increase",0.743,"cheened",TRUE,41
"s6524",0.596153846153846,"Male","posttest","dwinked","dwank","sang","silly","increase",0.431,"dwank",FALSE,41
"s6524",0.596153846153846,"Male","posttest","sprelled","sprelt","burnt","silly","increase",0.629,"sprelled",TRUE,41
"s6524",0.596153846153846,"Male","posttest","jined","jone","drove","silly","increase",0.658,"jined",TRUE,41
"s6524",0.596153846153846,"Male","posttest","rurned","rurnt","burnt","silly","increase",0.731,"rurnt",FALSE,41
"s6524",0.596153846153846,"Male","posttest","sneeped","snept","kept","silly","increase",0.431,"sneeped",TRUE,41
"s6524",0.596153846153846,"Male","posttest","zeemed","zemt","kept","silly","increase",0.663,"zeemed",TRUE,41
"s6524",0.596153846153846,"Male","posttest","geemed","gemt","kept","silly","increase",0.693,"gemt",FALSE,41
"s6524",0.596153846153846,"Male","posttest","glinged","glang","sang","silly","increase",0.584,"glang",FALSE,41
"s6524",0.596153846153846,"Male","posttest","zeeped","zept","kept","silly","increase",0.441,"zept",FALSE,41
"s6524",0.596153846153846,"Male","posttest","sninged","snang","sang","silly","increase",0.455,"snang",FALSE,41
"s6524",0.596153846153846,"Male","posttest","quided","quode","drove","silly","increase",0.47,"quode",FALSE,41
"s6524",0.596153846153846,"Male","posttest","stelled","stelt","burnt","silly","increase",0.644,"stelled",TRUE,41
"s6524",0.596153846153846,"Male","posttest","sneened","snent","kept","silly","increase",0.698,"sneened",TRUE,41
"s6524",0.596153846153846,"Male","posttest","hurned","hurnt","burnt","silly","increase",0.713,"hurned",TRUE,41
"s6524",0.596153846153846,"Male","posttest","strilled","strilt","burnt","silly","increase",0.772,"strilled",TRUE,41
"s6524",0.596153846153846,"Male","posttest","slived","slove","drove","silly","increase",0.49,"slove",FALSE,41
"s6524",0.596153846153846,"Male","posttest","schmited","schmote","drove","silly","increase",0.45,"schmited",TRUE,41
"s6524",0.596153846153846,"Male","posttest","streeled","strelt","kept","silly","increase",0.51,"strelt",FALSE,41
"s6524",0.596153846153846,"Male","posttest","thrided","throde","drove","silly","increase",0.376,"throde",FALSE,41
"s6524",0.596153846153846,"Male","posttest","schmeemed","schmemt","kept","silly","increase",0.649,"schmeemed",TRUE,41
"s6524",0.596153846153846,"Male","posttest","twelled","twelt","burnt","silly","increase",0.559,"twelt",FALSE,41
"s6524",0.596153846153846,"Male","posttest","splinked","splank","sang","silly","increase",0.49,"splank",FALSE,41
"s6524",0.596153846153846,"Male","posttest","cheeled","chelt","kept","silly","increase",0.545,"cheeled",TRUE,41
"s6524",0.596153846153846,"Male","posttest","sweeled","swelt","kept","silly","increase",0.475,"sweeled",TRUE,41
"s6524",0.596153846153846,"Male","posttest","gringed","grang","sang","silly","increase",0.515,"grang",FALSE,41
"s6524",0.596153846153846,"Male","posttest","plined","plone","drove","silly","increase",0.713,"plined",TRUE,41
"s6524",0.596153846153846,"Male","posttest","feemed","femt","kept","silly","increase",0.673,"femt",FALSE,41
"s6524",0.596153846153846,"Male","posttest","yided","yode","drove","silly","increase",0.401,"yode",FALSE,41
"s6524",0.596153846153846,"Male","posttest","strined","strone","drove","silly","increase",0.559,"strined",TRUE,41
"s6524",0.596153846153846,"Male","posttest","thringed","thrang","sang","silly","increase",0.411,"thrang",FALSE,41
"s6524",0.596153846153846,"Male","posttest","trelled","trelt","burnt","silly","increase",0.678,"trelled",TRUE,41
"s6524",0.596153846153846,"Male","posttest","quinked","quank","sang","silly","increase",0.569,"quinked",TRUE,41
"s6524",0.596153846153846,"Male","posttest","jinked","jank","sang","silly","increase",0.614,"jank",FALSE,41
"s6524",0.596153846153846,"Male","posttest","vrited","vrote","drove","silly","increase",0.366,"vrote",FALSE,41
"s6524",0.596153846153846,"Male","posttest","lelled","lelt","burnt","silly","increase",0.668,"lelled",TRUE,41
"s6524",0.596153846153846,"Male","posttest","drurned","drurnt","burnt","silly","increase",0.748,"drurned",TRUE,41
"s6524",0.596153846153846,"Male","posttest","blided","blode","drove","silly","increase",0.515,"blode",FALSE,41
"s6524",0.596153846153846,"Male","posttest","splurned","splurnt","burnt","silly","increase",0.703,"splurned",TRUE,41
"s6524",0.596153846153846,"Male","posttest","frimmed","fram","sang","silly","increase",0.708,"frimmed",TRUE,41
"s6524",0.596153846153846,"Male","posttest","zimmed","zam","sang","silly","increase",0.733,"zimmed",TRUE,41
"s6524",0.596153846153846,"Male","posttest","geeved","gove","drove","silly","increase",0.599,"gove",FALSE,41
"s6524",0.596153846153846,"Male","posttest","greeled","grelt","kept","silly","increase",0.562,"greeled",TRUE,41
"s6524",0.596153846153846,"Male","posttest","splived","splove","drove","silly","increase",0.421,"splived",TRUE,41
"s6524",0.596153846153846,"Male","posttest","smilled","smilt","burnt","silly","increase",0.668,"smilled",TRUE,41
"s6524",0.596153846153846,"Male","posttest","yilled","yilt","burnt","silly","increase",0.718,"yilled",TRUE,41
"s6524",0.596153846153846,"Male","posttest","trined","trone","drove","silly","increase",0.614,"trined",TRUE,41
"s6525",0.557692307692308,"Female","posttest","smimmed","smam","sang","silly","increase",0.579,"smimmed",TRUE,33
"s6525",0.557692307692308,"Female","posttest","spinged","spang","sang","silly","increase",0.401,"spinged",TRUE,33
"s6525",0.557692307692308,"Female","posttest","neemed","nemt","kept","silly","increase",0.658,"neemed",TRUE,33
"s6525",0.557692307692308,"Female","posttest","skeened","skent","kept","silly","increase",0.688,"skeened",TRUE,33
"s6525",0.557692307692308,"Female","posttest","thrimmed","thram","sang","silly","increase",0.683,"thrimmed",TRUE,33
"s6525",0.557692307692308,"Female","posttest","schmined","schmone","drove","silly","increase",0.703,"schmined",TRUE,33
"s6525",0.557692307692308,"Female","posttest","brived","brove","drove","silly","increase",0.391,"brived",TRUE,33
"s6525",0.557692307692308,"Female","posttest","strited","strote","drove","silly","increase",0.426,"strote",FALSE,33
"s6525",0.557692307692308,"Female","posttest","brurned","brurnt","burnt","silly","increase",0.554,"brurned",TRUE,33
"s6525",0.557692307692308,"Female","posttest","chited","chote","drove","silly","increase",0.579,"chited",TRUE,33
"s6525",0.557692307692308,"Female","posttest","sninked","snank","sang","silly","increase",0.421,"sninked",TRUE,33
"s6525",0.557692307692308,"Female","posttest","shinged","shang","sang","silly","increase",0.45,"shinged",TRUE,33
"s6525",0.557692307692308,"Female","posttest","squited","squote","drove","silly","increase",0.505,"squote",FALSE,33
"s6525",0.557692307692308,"Female","posttest","strimmed","stram","sang","silly","increase",0.619,"strimmed",TRUE,33
"s6525",0.557692307692308,"Female","posttest","slined","slone","drove","silly","increase",0.614,"slined",TRUE,33
"s6525",0.557692307692308,"Female","posttest","trinked","trank","sang","silly","increase",0.49,"trinked",TRUE,33
"s6525",0.557692307692308,"Female","posttest","klilled","klilt","burnt","silly","increase",0.693,"klilled",TRUE,33
"s6525",0.557692307692308,"Female","posttest","twited","twote","drove","silly","increase",0.446,"twote",FALSE,33
"s6525",0.557692307692308,"Female","posttest","vurned","vurnt","burnt","silly","increase",0.668,"vurned",TRUE,33
"s6525",0.557692307692308,"Female","posttest","pited","pote","drove","silly","increase",0.629,"pited",TRUE,33
"s6525",0.557692307692308,"Female","posttest","breeped","brept","kept","silly","increase",0.55,"brept",FALSE,33
"s6525",0.557692307692308,"Female","posttest","swided","swode","drove","silly","increase",0.356,"swode",FALSE,33
"s6525",0.557692307692308,"Female","posttest","shreeped","shrept","kept","silly","increase",0.46,"shreeped",TRUE,33
"s6525",0.557692307692308,"Female","posttest","squeeped","squept","kept","silly","increase",0.52,"squeeped",TRUE,33
"s6525",0.557692307692308,"Female","posttest","kleemed","klemt","kept","silly","increase",0.653,"kleemed",TRUE,33
"s6525",0.557692307692308,"Female","posttest","vrilled","vrilt","burnt","silly","increase",0.772,"vrilled",TRUE,33
"s6525",0.557692307692308,"Female","posttest","glilled","glilt","burnt","silly","increase",0.673,"glilled",TRUE,33
"s6525",0.557692307692308,"Female","posttest","theeped","thept","kept","silly","increase",0.416,"thept",FALSE,33
"s6525",0.557692307692308,"Female","posttest","dwimmed","dwam","sang","silly","increase",0.515,"dwimmed",TRUE,33
"s6525",0.557692307692308,"Female","posttest","theeled","thelt","kept","silly","increase",0.495,"theeled",TRUE,33
"s6525",0.557692307692308,"Female","posttest","blurned","blurnt","burnt","silly","increase",0.639,"blurned",TRUE,33
"s6525",0.557692307692308,"Female","posttest","splided","splode","drove","silly","increase",0.475,"splode",FALSE,33
"s6525",0.557692307692308,"Female","posttest","slurned","slurnt","burnt","silly","increase",0.698,"slurned",TRUE,33
"s6525",0.557692307692308,"Female","posttest","klited","klote","drove","silly","increase",0.554,"klote",FALSE,33
"s6525",0.557692307692308,"Female","posttest","skinged","skang","sang","silly","increase",0.52,"skinged",TRUE,33
"s6525",0.557692307692308,"Female","posttest","prurned","prurnt","burnt","silly","increase",0.688,"prurned",TRUE,33
"s6525",0.557692307692308,"Female","posttest","jurned","jurnt","burnt","silly","increase",0.718,"jurned",TRUE,33
"s6525",0.557692307692308,"Female","posttest","sneemed","snemt","kept","silly","increase",0.713,"sneemed",TRUE,33
"s6525",0.557692307692308,"Female","posttest","threlled","threlt","burnt","silly","increase",0.653,"threlled",TRUE,33
"s6525",0.557692307692308,"Female","posttest","squeened","squent","kept","silly","increase",0.629,"squeened",TRUE,33
"s6525",0.557692307692308,"Female","posttest","ninked","nank","sang","silly","increase",0.647,"ninked",TRUE,33
"s6525",0.557692307692308,"Female","posttest","swurned","swurnt","burnt","silly","increase",0.723,"swurned",TRUE,33
"s6525",0.557692307692308,"Female","posttest","zited","zote","drove","silly","increase",0.54,"zited",TRUE,33
"s6525",0.557692307692308,"Female","posttest","kreened","krent","kept","silly","increase",0.683,"krent",FALSE,33
"s6525",0.557692307692308,"Female","posttest","gurned","gurnt","burnt","silly","increase",0.708,"gurned",TRUE,33
"s6525",0.557692307692308,"Female","posttest","chimmed","cham","sang","silly","increase",0.743,"chimmed",TRUE,33
"s6525",0.557692307692308,"Female","posttest","pringed","prang","sang","silly","increase",0.465,"pringed",TRUE,33
"s6525",0.557692307692308,"Female","posttest","jeemed","jemt","kept","silly","increase",0.723,"jeemed",TRUE,33
"s6525",0.557692307692308,"Female","posttest","skrilled","skrilt","burnt","silly","increase",0.733,"skrilled",TRUE,33
"s6525",0.557692307692308,"Female","posttest","glinked","glank","sang","silly","increase",0.609,"glinked",TRUE,33
"s6525",0.557692307692308,"Female","posttest","squided","squode","drove","silly","increase",0.406,"squode",FALSE,33
