"X","participant","pretest.reg","gender","yearOfBirth","phase","weak.past","strong.past","category","sensibility","partnerRegRate","partnerRegCondition","item.reg.mean","response","regular"
211,"s6028",0.423076923076923,"Female",1991,"posttest","sleeled","slelt","kept","sensible",0.423,"no.change",0.55,"slelt",FALSE
212,"s6028",0.423076923076923,"Female",1991,"posttest","twinked","twank","sang","sensible",0.423,"no.change",0.594,"twinked",TRUE
213,"s6028",0.423076923076923,"Female",1991,"posttest","snined","snone","drove","sensible",0.423,"no.change",0.644,"snone",FALSE
214,"s6028",0.423076923076923,"Female",1991,"posttest","sprided","sprode","drove","sensible",0.423,"no.change",0.347,"sprode",FALSE
215,"s6028",0.423076923076923,"Female",1991,"posttest","glined","glone","drove","sensible",0.423,"no.change",0.619,"glined",TRUE
216,"s6028",0.423076923076923,"Female",1991,"posttest","surned","surnt","burnt","sensible",0.423,"no.change",0.698,"surned",TRUE
217,"s6028",0.423076923076923,"Female",1991,"posttest","preemed","premt","kept","sensible",0.423,"no.change",0.678,"preemed",TRUE
218,"s6028",0.423076923076923,"Female",1991,"posttest","vinked","vank","sang","sensible",0.423,"no.change",0.624,"vinked",TRUE
219,"s6028",0.423076923076923,"Female",1991,"posttest","dreeped","drept","kept","sensible",0.423,"no.change",0.441,"dreeped",TRUE
220,"s6028",0.423076923076923,"Female",1991,"posttest","gimmed","gam","sang","sensible",0.423,"no.change",0.728,"gimmed",TRUE
221,"s6028",0.423076923076923,"Female",1991,"posttest","sminked","smank","sang","sensible",0.423,"no.change",0.579,"sminked",TRUE
222,"s6028",0.423076923076923,"Female",1991,"posttest","skurned","skurnt","burnt","sensible",0.423,"no.change",0.733,"skurnt",FALSE
223,"s6028",0.423076923076923,"Female",1991,"posttest","strinked","strank","sang","sensible",0.423,"no.change",0.416,"strank",FALSE
224,"s6028",0.423076923076923,"Female",1991,"posttest","skrined","skrone","drove","sensible",0.423,"no.change",0.599,"skrined",TRUE
225,"s6028",0.423076923076923,"Female",1991,"posttest","drelled","drelt","burnt","sensible",0.423,"no.change",0.653,"drelled",TRUE
226,"s6028",0.423076923076923,"Female",1991,"posttest","skrinked","skrank","sang","sensible",0.423,"no.change",0.45,"skrinked",TRUE
227,"s6028",0.423076923076923,"Female",1991,"posttest","snurned","snurnt","burnt","sensible",0.423,"no.change",0.757,"snurned",TRUE
228,"s6028",0.423076923076923,"Female",1991,"posttest","spreemed","spremt","kept","sensible",0.423,"no.change",0.639,"spreemed",TRUE
229,"s6028",0.423076923076923,"Female",1991,"posttest","neened","nent","kept","sensible",0.423,"no.change",0.663,"nent",FALSE
230,"s6028",0.423076923076923,"Female",1991,"posttest","splinged","splang","sang","sensible",0.423,"no.change",0.401,"splinged",TRUE
231,"s6028",0.423076923076923,"Female",1991,"posttest","vrinked","vrank","sang","sensible",0.423,"no.change",0.515,"vrank",FALSE
232,"s6028",0.423076923076923,"Female",1991,"posttest","snited","snote","drove","sensible",0.423,"no.change",0.53,"snited",TRUE
233,"s6028",0.423076923076923,"Female",1991,"posttest","kleeled","klelt","kept","sensible",0.423,"no.change",0.554,"klelt",FALSE
234,"s6028",0.423076923076923,"Female",1991,"posttest","squined","squone","drove","sensible",0.423,"no.change",0.678,"squined",TRUE
235,"s6028",0.423076923076923,"Female",1991,"posttest","grinked","grank","sang","sensible",0.423,"no.change",0.47,"grank",FALSE
236,"s6028",0.423076923076923,"Female",1991,"posttest","sprurned","sprurnt","burnt","sensible",0.423,"no.change",0.688,"sprurnt",FALSE
237,"s6028",0.423076923076923,"Female",1991,"posttest","beeved","bove","drove","sensible",0.423,"no.change",0.574,"bove",FALSE
238,"s6028",0.423076923076923,"Female",1991,"posttest","shrided","shrode","drove","sensible",0.423,"no.change",0.376,"shrode",FALSE
239,"s6028",0.423076923076923,"Female",1991,"posttest","streened","strent","kept","sensible",0.423,"no.change",0.718,"strent",FALSE
240,"s6028",0.423076923076923,"Female",1991,"posttest","quinged","quang","sang","sensible",0.423,"no.change",0.53,"quinged",TRUE
241,"s6028",0.423076923076923,"Female",1991,"posttest","skrurned","skrurnt","burnt","sensible",0.423,"no.change",0.668,"skrurnt",FALSE
242,"s6028",0.423076923076923,"Female",1991,"posttest","fided","fode","drove","sensible",0.423,"no.change",0.485,"fided",TRUE
243,"s6028",0.423076923076923,"Female",1991,"posttest","prilled","prilt","burnt","sensible",0.423,"no.change",0.713,"prilled",TRUE
244,"s6028",0.423076923076923,"Female",1991,"posttest","dwilled","dwilt","burnt","sensible",0.423,"no.change",0.673,"dwilt",FALSE
245,"s6028",0.423076923076923,"Female",1991,"posttest","klided","klode","drove","sensible",0.423,"no.change",0.495,"klode",FALSE
246,"s6028",0.423076923076923,"Female",1991,"posttest","fimmed","fam","sang","sensible",0.423,"no.change",0.772,"fimmed",TRUE
247,"s6028",0.423076923076923,"Female",1991,"posttest","dwinged","dwang","sang","sensible",0.423,"no.change",0.485,"dwinged",TRUE
248,"s6028",0.423076923076923,"Female",1991,"posttest","cheemed","chemt","kept","sensible",0.423,"no.change",0.733,"chemt",FALSE
249,"s6028",0.423076923076923,"Female",1991,"posttest","dweeped","dwept","kept","sensible",0.423,"no.change",0.426,"dwept",FALSE
250,"s6028",0.423076923076923,"Female",1991,"posttest","skeeped","skept","kept","sensible",0.423,"no.change",0.485,"skeeped",TRUE
251,"s6028",0.423076923076923,"Female",1991,"posttest","fleeled","flelt","kept","sensible",0.423,"no.change",0.525,"flelt",FALSE
252,"s6028",0.423076923076923,"Female",1991,"posttest","skelled","skelt","burnt","sensible",0.423,"no.change",0.584,"skelt",FALSE
253,"s6028",0.423076923076923,"Female",1991,"posttest","shreened","shrent","kept","sensible",0.423,"no.change",0.693,"shrent",FALSE
254,"s6028",0.423076923076923,"Female",1991,"posttest","dwided","dwode","drove","sensible",0.423,"no.change",0.416,"dwode",FALSE
255,"s6028",0.423076923076923,"Female",1991,"posttest","zelled","zelt","burnt","sensible",0.423,"no.change",0.639,"zelt",FALSE
256,"s6028",0.423076923076923,"Female",1991,"posttest","thided","thode","drove","sensible",0.423,"no.change",0.436,"thided",TRUE
257,"s6028",0.423076923076923,"Female",1991,"posttest","swited","swote","drove","sensible",0.423,"no.change",0.46,"swote",FALSE
258,"s6028",0.423076923076923,"Female",1991,"posttest","greemed","gremt","kept","sensible",0.423,"no.change",0.629,"greemed",TRUE
259,"s6028",0.423076923076923,"Female",1991,"posttest","trurned","trurnt","burnt","sensible",0.423,"no.change",0.718,"trurned",TRUE
260,"s6028",0.423076923076923,"Female",1991,"posttest","schmimmed","schmam","sang","sensible",0.423,"no.change",0.634,"schmimmed",TRUE
261,"s6029",0.615384615384615,"Male",1986,"posttest","minged","mang","sang","sensible",0.865,"increase",0.639,"minged",TRUE
262,"s6029",0.615384615384615,"Male",1986,"posttest","stelled","stelt","burnt","sensible",0.865,"increase",0.644,"stelt",FALSE
263,"s6029",0.615384615384615,"Male",1986,"posttest","zeeped","zept","kept","sensible",0.865,"increase",0.441,"zeeped",TRUE
264,"s6029",0.615384615384615,"Male",1986,"posttest","sweeled","swelt","kept","sensible",0.865,"increase",0.475,"sweeled",TRUE
265,"s6029",0.615384615384615,"Male",1986,"posttest","dwinked","dwank","sang","sensible",0.865,"increase",0.431,"dwank",FALSE
266,"s6029",0.615384615384615,"Male",1986,"posttest","jined","jone","drove","sensible",0.865,"increase",0.658,"jined",TRUE
267,"s6029",0.615384615384615,"Male",1986,"posttest","blided","blode","drove","sensible",0.865,"increase",0.515,"blode",FALSE
268,"s6029",0.615384615384615,"Male",1986,"posttest","schmited","schmote","drove","sensible",0.865,"increase",0.45,"schmote",FALSE
269,"s6029",0.615384615384615,"Male",1986,"posttest","strilled","strilt","burnt","sensible",0.865,"increase",0.772,"strilled",TRUE
270,"s6029",0.615384615384615,"Male",1986,"posttest","twimmed","twam","sang","sensible",0.865,"increase",0.54,"twimmed",TRUE
271,"s6029",0.615384615384615,"Male",1986,"posttest","drurned","drurnt","burnt","sensible",0.865,"increase",0.748,"drurned",TRUE
272,"s6029",0.615384615384615,"Male",1986,"posttest","sneeped","snept","kept","sensible",0.865,"increase",0.431,"snept",FALSE
273,"s6029",0.615384615384615,"Male",1986,"posttest","schmeemed","schmemt","kept","sensible",0.865,"increase",0.649,"schmemt",FALSE
274,"s6029",0.615384615384615,"Male",1986,"posttest","geemed","gemt","kept","sensible",0.865,"increase",0.693,"geemed",TRUE
275,"s6029",0.615384615384615,"Male",1986,"posttest","thurned","thurnt","burnt","sensible",0.865,"increase",0.693,"thurned",TRUE
276,"s6029",0.615384615384615,"Male",1986,"posttest","greeled","grelt","kept","sensible",0.865,"increase",0.562,"grelt",FALSE
277,"s6029",0.615384615384615,"Male",1986,"posttest","sneened","snent","kept","sensible",0.865,"increase",0.698,"sneened",TRUE
278,"s6029",0.615384615384615,"Male",1986,"posttest","zimmed","zam","sang","sensible",0.865,"increase",0.733,"zimmed",TRUE
279,"s6029",0.615384615384615,"Male",1986,"posttest","sninged","snang","sang","sensible",0.865,"increase",0.455,"snang",FALSE
280,"s6029",0.615384615384615,"Male",1986,"posttest","hurned","hurnt","burnt","sensible",0.865,"increase",0.713,"hurned",TRUE
281,"s6029",0.615384615384615,"Male",1986,"posttest","quinked","quank","sang","sensible",0.865,"increase",0.569,"quinked",TRUE
282,"s6029",0.615384615384615,"Male",1986,"posttest","cheeled","chelt","kept","sensible",0.865,"increase",0.545,"chelt",FALSE
283,"s6029",0.615384615384615,"Male",1986,"posttest","feemed","femt","kept","sensible",0.865,"increase",0.673,"feemed",TRUE
284,"s6029",0.615384615384615,"Male",1986,"posttest","splived","splove","drove","sensible",0.865,"increase",0.421,"splove",FALSE
285,"s6029",0.615384615384615,"Male",1986,"posttest","vrited","vrote","drove","sensible",0.865,"increase",0.366,"vrote",FALSE
286,"s6029",0.615384615384615,"Male",1986,"posttest","frimmed","fram","sang","sensible",0.865,"increase",0.708,"frimmed",TRUE
287,"s6029",0.615384615384615,"Male",1986,"posttest","thringed","thrang","sang","sensible",0.865,"increase",0.411,"thrang",FALSE
288,"s6029",0.615384615384615,"Male",1986,"posttest","sprelled","sprelt","burnt","sensible",0.865,"increase",0.629,"sprelt",FALSE
289,"s6029",0.615384615384615,"Male",1986,"posttest","jinked","jank","sang","sensible",0.865,"increase",0.614,"jank",FALSE
290,"s6029",0.615384615384615,"Male",1986,"posttest","trelled","trelt","burnt","sensible",0.865,"increase",0.678,"trelt",FALSE
291,"s6029",0.615384615384615,"Male",1986,"posttest","twelled","twelt","burnt","sensible",0.865,"increase",0.559,"twelt",FALSE
292,"s6029",0.615384615384615,"Male",1986,"posttest","plined","plone","drove","sensible",0.865,"increase",0.713,"plined",TRUE
293,"s6029",0.615384615384615,"Male",1986,"posttest","yided","yode","drove","sensible",0.865,"increase",0.401,"yode",FALSE
294,"s6029",0.615384615384615,"Male",1986,"posttest","yilled","yilt","burnt","sensible",0.865,"increase",0.718,"yilled",TRUE
295,"s6029",0.615384615384615,"Male",1986,"posttest","quided","quode","drove","sensible",0.865,"increase",0.47,"quode",FALSE
296,"s6029",0.615384615384615,"Male",1986,"posttest","geeved","gove","drove","sensible",0.865,"increase",0.599,"geeved",TRUE
297,"s6029",0.615384615384615,"Male",1986,"posttest","dreened","drent","kept","sensible",0.865,"increase",0.634,"dreened",TRUE
298,"s6029",0.615384615384615,"Male",1986,"posttest","gringed","grang","sang","sensible",0.865,"increase",0.515,"gringed",TRUE
299,"s6029",0.615384615384615,"Male",1986,"posttest","glinged","glang","sang","sensible",0.865,"increase",0.584,"glinged",TRUE
300,"s6029",0.615384615384615,"Male",1986,"posttest","streeled","strelt","kept","sensible",0.865,"increase",0.51,"streeled",TRUE
301,"s6029",0.615384615384615,"Male",1986,"posttest","lelled","lelt","burnt","sensible",0.865,"increase",0.668,"lelled",TRUE
302,"s6029",0.615384615384615,"Male",1986,"posttest","cheened","chent","kept","sensible",0.865,"increase",0.743,"cheened",TRUE
303,"s6029",0.615384615384615,"Male",1986,"posttest","thrided","throde","drove","sensible",0.865,"increase",0.376,"throde",FALSE
304,"s6029",0.615384615384615,"Male",1986,"posttest","shringed","shrang","sang","sensible",0.865,"increase",0.46,"shrang",FALSE
305,"s6029",0.615384615384615,"Male",1986,"posttest","slived","slove","drove","sensible",0.865,"increase",0.49,"slove",FALSE
306,"s6029",0.615384615384615,"Male",1986,"posttest","rurned","rurnt","burnt","sensible",0.865,"increase",0.731,"rurned",TRUE
307,"s6029",0.615384615384615,"Male",1986,"posttest","trined","trone","drove","sensible",0.865,"increase",0.614,"trined",TRUE
308,"s6029",0.615384615384615,"Male",1986,"posttest","splinked","splank","sang","sensible",0.865,"increase",0.49,"splank",FALSE
309,"s6029",0.615384615384615,"Male",1986,"posttest","smilled","smilt","burnt","sensible",0.865,"increase",0.668,"smilled",TRUE
310,"s6029",0.615384615384615,"Male",1986,"posttest","splurned","splurnt","burnt","sensible",0.865,"increase",0.703,"splurned",TRUE
311,"s6029",0.615384615384615,"Male",1986,"posttest","strined","strone","drove","sensible",0.865,"increase",0.559,"strined",TRUE
312,"s6029",0.615384615384615,"Male",1986,"posttest","zeemed","zemt","kept","sensible",0.865,"increase",0.663,"zeemed",TRUE
313,"s6030",0.538461538461538,"Female",0,"posttest","vinked","vank","sang","sensible",0.75,"increase",0.624,"vinked",TRUE
314,"s6030",0.538461538461538,"Female",0,"posttest","squined","squone","drove","sensible",0.75,"increase",0.678,"squone",FALSE
315,"s6030",0.538461538461538,"Female",0,"posttest","dweeped","dwept","kept","sensible",0.75,"increase",0.426,"dwept",FALSE
316,"s6030",0.538461538461538,"Female",0,"posttest","surned","surnt","burnt","sensible",0.75,"increase",0.698,"surned",TRUE
317,"s6030",0.538461538461538,"Female",0,"posttest","prilled","prilt","burnt","sensible",0.75,"increase",0.713,"prilled",TRUE
318,"s6030",0.538461538461538,"Female",0,"posttest","skurned","skurnt","burnt","sensible",0.75,"increase",0.733,"skurnt",FALSE
319,"s6030",0.538461538461538,"Female",0,"posttest","skelled","skelt","burnt","sensible",0.75,"increase",0.584,"skelt",FALSE
320,"s6030",0.538461538461538,"Female",0,"posttest","sminked","smank","sang","sensible",0.75,"increase",0.579,"smank",FALSE
321,"s6030",0.538461538461538,"Female",0,"posttest","schmimmed","schmam","sang","sensible",0.75,"increase",0.634,"schmimmed",TRUE
322,"s6030",0.538461538461538,"Female",0,"posttest","grinked","grank","sang","sensible",0.75,"increase",0.47,"grank",FALSE
323,"s6030",0.538461538461538,"Female",0,"posttest","zelled","zelt","burnt","sensible",0.75,"increase",0.639,"zelt",FALSE
324,"s6030",0.538461538461538,"Female",0,"posttest","slilled","slilt","burnt","sensible",0.75,"increase",0.693,"slilt",FALSE
325,"s6030",0.538461538461538,"Female",0,"posttest","skeeped","skept","kept","sensible",0.75,"increase",0.485,"skept",FALSE
326,"s6030",0.538461538461538,"Female",0,"posttest","sprurned","sprurnt","burnt","sensible",0.75,"increase",0.688,"sprurned",TRUE
327,"s6030",0.538461538461538,"Female",0,"posttest","snined","snone","drove","sensible",0.75,"increase",0.644,"snone",FALSE
328,"s6030",0.538461538461538,"Female",0,"posttest","vrinked","vrank","sang","sensible",0.75,"increase",0.515,"vrank",FALSE
329,"s6030",0.538461538461538,"Female",0,"posttest","trurned","trurnt","burnt","sensible",0.75,"increase",0.718,"trurned",TRUE
330,"s6030",0.538461538461538,"Female",0,"posttest","beeved","bove","drove","sensible",0.75,"increase",0.574,"beeved",TRUE
331,"s6030",0.538461538461538,"Female",0,"posttest","glined","glone","drove","sensible",0.75,"increase",0.619,"glone",FALSE
332,"s6030",0.538461538461538,"Female",0,"posttest","swited","swote","drove","sensible",0.75,"increase",0.46,"swote",FALSE
333,"s6030",0.538461538461538,"Female",0,"posttest","splinged","splang","sang","sensible",0.75,"increase",0.401,"splang",FALSE
334,"s6030",0.538461538461538,"Female",0,"posttest","dreeped","drept","kept","sensible",0.75,"increase",0.441,"drept",FALSE
335,"s6030",0.538461538461538,"Female",0,"posttest","dwinged","dwang","sang","sensible",0.75,"increase",0.485,"dwang",FALSE
336,"s6030",0.538461538461538,"Female",0,"posttest","skrinked","skrank","sang","sensible",0.75,"increase",0.45,"skrinked",TRUE
337,"s6030",0.538461538461538,"Female",0,"posttest","dwilled","dwilt","burnt","sensible",0.75,"increase",0.673,"dwilt",FALSE
338,"s6030",0.538461538461538,"Female",0,"posttest","quinged","quang","sang","sensible",0.75,"increase",0.53,"quang",FALSE
339,"s6030",0.538461538461538,"Female",0,"posttest","sleeled","slelt","kept","sensible",0.75,"increase",0.55,"slelt",FALSE
340,"s6030",0.538461538461538,"Female",0,"posttest","streened","strent","kept","sensible",0.75,"increase",0.718,"strent",FALSE
341,"s6030",0.538461538461538,"Female",0,"posttest","skrurned","skrurnt","burnt","sensible",0.75,"increase",0.668,"skrurned",TRUE
342,"s6030",0.538461538461538,"Female",0,"posttest","skrined","skrone","drove","sensible",0.75,"increase",0.599,"skrone",FALSE
343,"s6030",0.538461538461538,"Female",0,"posttest","gimmed","gam","sang","sensible",0.75,"increase",0.728,"gam",FALSE
344,"s6030",0.538461538461538,"Female",0,"posttest","fleeled","flelt","kept","sensible",0.75,"increase",0.525,"fleeled",TRUE
345,"s6030",0.538461538461538,"Female",0,"posttest","fimmed","fam","sang","sensible",0.75,"increase",0.772,"fimmed",TRUE
346,"s6030",0.538461538461538,"Female",0,"posttest","fided","fode","drove","sensible",0.75,"increase",0.485,"fode",FALSE
